source_file,source_name,month,document_type,invoice_number,invoice_date,page,product_code,description,description_note,size,order_unit,quantity,net_price_per_order_unit,goods_value,vat_rate
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,1,DIE008,IRN BRU DIET NRB 330X24,,,CS,2.0,19.99,39.98,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,1,FAN015,FANTA ORANGE ICON 24X330 NRB,,,CS,1.0,16.49,16.49,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,1,GIN028,BSD GINGER ALE 200MLX24,,,CS,1.0,16.34,16.34,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,1,GUI003,Guinness Draught 30L Keg,,30L,EA,2.0,106.93,213.86,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,1,HEN009,HENDRICKS GIN 6X70CL,,,EA,1.0,23.49,23.49,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,1,IRN013,IRN BRU NRB 24 X 330ML NRB,,,CS,2.0,19.99,39.98,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,1,JAM001,JAMESONS WHISKEY 70cl x6,,,EA,1.0,17.89,17.89,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,1,KOP003,KOPPARB MIXED FRUIT 15X500 NRB,,,CS,1.0,26.57,26.57,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,1,KOP018,KOPPARB S/LIME ALC FREE 8X500,,,CS,3.0,11.37,34.11,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,1,LON016,L.E GINGER BEER 24X200ML,,,CS,2.0,12.99,25.98,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,1,M10341,Menabrea Blonde 4.8% 24x330ml,,,CS,1.0,23.99,23.99,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,1,PAD005,PADDOCK CHARDONNAY 6X75CL,,,EA,12.0,5.11,61.32,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,2,PAD006,PADDOCK SHIRAZ 75X6,,,EA,12.0,5.03,60.36,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,2,RED009,RED BULL CAN 24 X 250ML CAN,,,CS,1.0,27.95,27.95,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,2,SEV006,7 UP FREE 24X330ML NRB,SHARED ITEM,,CS,1.0,18.05,18.05,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,2,SLI002,SCHWEP SLIM TONIC 24X200ML NRB,,,CS,2.0,11.29,22.58,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,2,SMI002,SMIRNOFF RED LABEL 1.5L x6,,,EA,1.0,26.19,26.19,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,2,SPI001,CAPT MORGAN SPICED RUM 70cl x6,,,EA,2.0,12.59,25.18,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,2,T00031626,DA LUCA PROSECCO 20X24,SHARED ITEM,,CS,1.0,61.63,61.63,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,2,T00032446,PEPSI MAX 200X24,SHARED ITEM,,CS,1.0,10.76,10.76,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,2,T00033841,BORGO TESIS PINOT GRIGIO 75x12,SHARED ITEM,,EA,12.0,7.34,88.08,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,2,T00035757,SANTA RITA 8KM MERLOT 75x6,SHARED ITEM,,EA,7.0,6.3,44.1,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,2,T00041945,EL CUYO MALBEC 75X6,SHARED ITEM,,EA,5.0,6.48,32.4,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,2,T00045954,CORTE VIGNA PG 10.5% 75X12,SHARED ITEM,,EA,6.0,5.47,32.82,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,3,T00046001,MAGLIA ROSA BLUSH 10.5% 75X12,SHARED ITEM,,EA,6.0,5.46,32.76,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,3,T00046710,SANTA RITA 8KM SAUVB 12.5%75X6,MCW & BWL SHARED,,EA,7.0,6.3,44.1,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,3,T00046734,PEPSI NRB 200x24,,,CS,1.0,13.44,13.44,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,3,T00047414,LA CAMPAGNE CHARDONNAY 75x6,Shared Sku,,EA,10.0,6.21,62.1,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.13 1912.51 3621312_77713510.pdf,3.13 1912.51 3621312_77713510.pdf,2026.03,invoice,3621312,2026-03-13,4,T00033839,BORGO TESIS CAB/SAUV 75x12,Free of Charge | SHARED ITEM,,EA,2.0,0.0,0.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,1,090425,T.LAGER 11G KEG,small container chg 70p incl,11G,EA,2.0,130.75,261.5,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,1,400745,Caledonia Best 30L Keg,,30L,EA,2.0,55.45,110.9,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,1,400751,Menabrea 4.8% 50L Keg,,50L,EA,2.0,174.01,348.02,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,1,80000672,Menabrea Bionda 0% 24x330ml,,,CS,1.0,16.99,16.99,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,1,BAC003,BACARDI WHITE RUM 6X70CL,,,EA,1.0,14.89,14.89,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,1,BUC001,Buckfast Tonic Wine 12x75cl,,,EA,2.0,8.76,17.52,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,1,BUD010,BUDWEISER 4.5% 24X330ML,,,CS,1.0,22.77,22.77,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,1,CAC020,CACTUS JACK APPLE SOUR 6X70CL,,,EA,1.0,7.75,7.75,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,1,COR008,Corona Beer 24x330ml NRB ABI,,,CS,2.0,26.05,52.1,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,1,FAN015,FANTA ORANGE ICON 24X330 NRB,,,CS,1.0,16.49,16.49,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,1,GIN028,BSD GINGER ALE 200MLX24,,,CS,1.0,16.34,16.34,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,1,GOR003,GORDONS GIN 70cl x 6,,,EA,1.0,12.45,12.45,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,1,GUI003,Guinness Draught 30L Keg,,30L,EA,1.0,106.93,106.93,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,1,J2O001,BVC J20 APP+MANGO 24X275ML NRB,,,CS,1.0,21.33,21.33,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,1,J2O003,BVC J20 ORA+PASS 24X275ML NRB,,,CS,1.0,21.15,21.15,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,1,J2O005,BVC J20 APPL&RASP 24X275ML NRB,,,CS,1.0,21.33,21.33,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,1,JAG001,JAGERMEISTER LIQUEUR 70x6,,,EA,1.0,16.31,16.31,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,1,KOP003,KOPPARB MIXED FRUIT 15X500 NRB,,,CS,2.0,26.57,53.14,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,2,KOP008,KOPPARB STRAW/LIME 15X500 NRB,,,CS,3.0,26.57,79.71,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,2,M10341,Menabrea Blonde 4.8% 24x330ml,,,CS,1.0,23.99,23.99,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,2,RED009,RED BULL CAN 24 X 250ML CAN,,,CS,3.0,27.95,83.85,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,2,RED013,RED BULL WATERMEL 12X250ML CAN,,,CS,1.0,14.39,14.39,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,2,SMI010,SMIR RED ICE 24X275ML NRB,,,CS,2.0,28.89,57.78,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,2,SMI036,SMIRNOFF - GOLD 6X70CL,,,EA,1.0,22.58,22.58,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,2,SMIR03,Smirnoff - Red 6x70cl,,,EA,6.0,12.45,74.7,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,2,SPI001,CAPT MORGAN SPICED RUM 70cl x6,,,EA,1.0,12.59,12.59,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,2,STI003,STIVY'S - KOLA KUBES 6X70CL,,,EA,2.0,11.23,22.46,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,2,T00020613,F'STONE MUSIC ROOM CABER 75x6,SHARED ITEM,,EA,1.0,14.87,14.87,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,2,T00029357,DA LUCA PROSECCO 75X6,SHARED ITEM,,EA,12.0,7.86,94.32,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,2,T00032446,PEPSI MAX 200X24,SHARED ITEM,,CS,1.0,10.76,10.76,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,2,T00037459,OS PULPO NZ SAUV BLANC 75X6,SHARED ITEM,,EA,6.0,8.59,51.54,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,2,T00045360,BRITVIC HALO R WHITE BASE 7LX1,ALL BUSINESS UNITS,,EA,1.0,63.44,63.44,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,3,T00046001,MAGLIA ROSA BLUSH 10.5% 75X12,SHARED ITEM,,EA,6.0,5.46,32.76,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,3,T00046117,SMIRNOFF RASPB CRUSH 35% 70X6,All Business Units,,EA,2.0,16.53,33.06,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,3,T00046200,WHISP HILLS WHT ZINF 8% 75X6,SHARED ITEM,,EA,6.0,4.09,24.54,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,3,T00046429,JOSE CUERVO ESP SILV 35% 70X6,All Business Units,,EA,1.0,19.47,19.47,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,3,T00046654,PATRON XO CAFE 70X6,SHARED SKU,,EA,1.0,39.18,39.18,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,3,T00047967,BABYDOLL SAUVIGNON BLANC 75X6,MCW and W&W,,EA,1.0,8.32,8.32,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,3,T00048728,R WHITES SUGAR FREE BIB 7LX1,All Business Units,,CS,1.0,45.35,45.35,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,3,TON004,BSD TONIC 200MLX24,,,CS,1.0,13.68,13.68,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,3,TON005,BSD TONIC LOW CAL 200MLX24,,,CS,1.0,13.68,13.68,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,4,T00049433,KOPPARBERG MANGO NRB 500X15,Free of Charge | All Business Units,,CS,1.0,0.0,0.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.20 2393.93 3625987_77757254.pdf,3.20 2393.93 3625987_77757254.pdf,2026.03,invoice,3625987,2026-03-20,4,TON004,BSD TONIC 200MLX24,Free of Charge,,CS,1.0,0.0,0.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.27 827.66 3630327_77797110.pdf,3.27 827.66 3630327_77797110.pdf,2026.03,invoice,3630327,2026-03-27,1,BUD010,BUDWEISER 4.5% 24X330ML,,,CS,2.0,22.77,45.54,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.27 827.66 3630327_77797110.pdf,3.27 827.66 3630327_77797110.pdf,2026.03,invoice,3630327,2026-03-27,1,GOR002,GORDONS GIN 1.5L x6,,,EA,1.0,26.19,26.19,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.27 827.66 3630327_77797110.pdf,3.27 827.66 3630327_77797110.pdf,2026.03,invoice,3630327,2026-03-27,1,GOR003,GORDONS GIN 70cl x 6,,,EA,2.0,12.45,24.9,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.27 827.66 3630327_77797110.pdf,3.27 827.66 3630327_77797110.pdf,2026.03,invoice,3630327,2026-03-27,1,GUI004,GUINNESS DRAUGHT 0% CAN 440X24,SHARED ITEM,,CS,1.0,23.0,23.0,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.27 827.66 3630327_77797110.pdf,3.27 827.66 3630327_77797110.pdf,2026.03,invoice,3630327,2026-03-27,1,PEP023,DIET PEPSI 24 X 200ML NRB,,,CS,2.0,12.37,24.74,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.27 827.66 3630327_77797110.pdf,3.27 827.66 3630327_77797110.pdf,2026.03,invoice,3630327,2026-03-27,1,SPI001,CAPT MORGAN SPICED RUM 70cl x6,,,EA,2.0,12.59,25.18,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.27 827.66 3630327_77797110.pdf,3.27 827.66 3630327_77797110.pdf,2026.03,invoice,3630327,2026-03-27,1,T00031626,DA LUCA PROSECCO 20X24,SHARED ITEM,,CS,1.0,61.63,61.63,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.27 827.66 3630327_77797110.pdf,3.27 827.66 3630327_77797110.pdf,2026.03,invoice,3630327,2026-03-27,1,T00035757,SANTA RITA 8KM MERLOT 75x6,SHARED ITEM,,EA,4.0,6.3,25.2,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.27 827.66 3630327_77797110.pdf,3.27 827.66 3630327_77797110.pdf,2026.03,invoice,3630327,2026-03-27,1,T00041945,EL CUYO MALBEC 75X6,SHARED ITEM,,EA,4.0,6.48,25.92,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.27 827.66 3630327_77797110.pdf,3.27 827.66 3630327_77797110.pdf,2026.03,invoice,3630327,2026-03-27,1,T00045954,CORTE VIGNA PG 10.5% 75X12,SHARED ITEM,,EA,6.0,5.47,32.82,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.27 827.66 3630327_77797110.pdf,3.27 827.66 3630327_77797110.pdf,2026.03,invoice,3630327,2026-03-27,1,T00046001,MAGLIA ROSA BLUSH 10.5% 75X12,SHARED ITEM,,EA,12.0,5.46,65.52,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.27 827.66 3630327_77797110.pdf,3.27 827.66 3630327_77797110.pdf,2026.03,invoice,3630327,2026-03-27,1,T00046710,SANTA RITA 8KM SAUVB 12.5%75X6,MCW & BWL SHARED,,EA,6.0,6.3,37.8,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.27 827.66 3630327_77797110.pdf,3.27 827.66 3630327_77797110.pdf,2026.03,invoice,3630327,2026-03-27,2,T00046734,PEPSI NRB 200x24,,,CS,1.0,13.44,13.44,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.27 827.66 3630327_77797110.pdf,3.27 827.66 3630327_77797110.pdf,2026.03,invoice,3630327,2026-03-27,2,T00047627,LA CAMPAGNE MERLOT 75x6,SHARED SKU,,EA,4.0,6.29,25.16,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.27 827.66 3630327_77797110.pdf,3.27 827.66 3630327_77797110.pdf,2026.03,invoice,3630327,2026-03-27,2,T00048727,DIET PEPSI BIB 7LX1,All Business Units,,CS,1.0,51.88,51.88,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.27 827.66 3630327_77797110.pdf,3.27 827.66 3630327_77797110.pdf,2026.03,invoice,3630327,2026-03-27,2,T00048731,PEPSI MAX BIB 7LX1,All Business Units,,CS,2.0,51.88,103.76,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.03 Tennet/3.27 827.66 3630327_77797110.pdf,3.27 827.66 3630327_77797110.pdf,2026.03,invoice,3630327,2026-03-27,2,WIL008,WILDWOOD SHIRAZ 6X75CL,,,EA,8.0,9.63,77.03,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,1,090425,T.LAGER 11G KEG,small container chg 70p incl,11G,EA,1.0,130.75,130.75,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,1,400745,Caledonia Best 30L Keg,,30L,EA,1.0,55.45,55.45,20.0
/Users/xue/Downloads/Bar drinks invoices 2026.1-6/2026.04 Tennet/4.10  1998.53 3645366_77893952.pdf,4.10  1998.53 3645366_77893952.pdf,2026.04,invoice,3645366,2026-04-10,1,400751,Menabrea 4.8% 50L Keg,,50L,EA,1.0,174.01,174.01,20.0
